0,0,0,0,0,0,0,0,229,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,485,485,485,485,485,485,485,485
206,206,223,0,0,0,0,0,229,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,485,485,485,485,485,485,485,485,485,485
206,223,221,0,0,0,0,0,229,229,0,0,0,0,0,0,0,0,0,0,0,0,0,485,485,485,485,485,485,485,485,485,485,485,485
0,221,221,0,0,0,0,0,229,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,485,485,485,485,485,485,485,485,485,485
0,221,200,206,206,206,206,206,208,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,485,485,485,485,485,485,485,485,485
0,200,206,206,206,206,206,206,206,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,485,485,485,485,485,485,485,485,485
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,485,485,485,485,485,485,485,485,485
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,485,485,485,485,485,485,485,485
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,485,485,485,485,485,485,485,485
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,485,485,485,485,485,485,485,485,485
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,485,485,485,485,485,485,485,485,485
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,485,485,485,485,485,485,485
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,485,485,485,485,485,485,485
