1900,1906,1911,1906,1911,1906,1911,1906,1911,1906,1906,1906,1911,1906,1911,1906,1911,1906,1911,1906,1913
1901,1909,1939,1909,1939,1941,1939,1941,1939,1941,1941,1941,1939,1941,1939,1941,1939,1941,1939,1909,1901
1901,1907,1912,1907,1912,1907,1912,1907,1912,1907,1907,1907,1912,1907,1912,1907,1912,1907,1912,1907,1901
1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1901
1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1901
1901,0,0,0,491,491,491,491,491,491,491,491,491,491,491,491,491,0,0,0,1901
1901,0,0,0,491,1900,1908,1908,1908,1908,1908,1908,1908,1908,1908,1913,491,0,0,0,1901
1901,0,0,0,491,1901,491,491,491,491,491,491,491,491,491,1901,491,0,0,0,1901
1901,0,0,0,491,1901,491,0,0,0,0,0,0,0,491,1901,491,0,0,0,1901
1901,0,0,0,491,1901,491,0,0,0,0,0,0,0,491,1901,491,0,0,0,1901
1901,0,0,0,491,1901,491,0,0,0,0,0,0,0,491,1901,491,0,0,0,1901
1901,0,0,0,491,1901,491,0,0,0,0,0,0,0,491,1901,491,0,0,0,1901
1901,0,0,0,491,1901,491,0,0,0,0,0,0,0,491,1901,491,0,0,0,1901
1901,0,0,0,491,1901,491,0,0,0,0,0,0,0,491,1901,491,0,0,0,1901
1901,0,0,0,491,1901,491,491,0,0,0,0,0,491,491,1901,491,0,0,0,1901
1901,0,0,0,491,1928,1906,1918,0,0,0,0,0,1905,1906,1934,491,0,0,0,1901
1901,0,0,0,491,1929,1909,1916,0,0,0,0,0,1903,1909,1935,491,0,0,0,1901
1901,0,0,0,491,1929,1909,1916,0,0,0,0,0,1903,1909,1935,491,0,0,0,1901
1901,0,0,0,491,1930,1907,1917,0,0,0,0,0,1904,1907,1936,491,0,0,0,1901
1901,0,0,0,491,491,491,491,0,0,0,0,0,491,491,491,491,0,0,0,1901
1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1901
1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1901
1928,1906,1911,1906,1911,1906,1911,1906,1911,1906,1906,1906,1911,1906,1911,1906,1911,1906,1911,1906,1934
1929,1909,1939,1909,1939,1941,1939,1941,1939,1941,1941,1941,1939,1941,1939,1941,1939,1941,1939,1909,1935
1930,1907,1912,1907,1912,1907,1912,1907,1912,1907,1907,1907,1912,1907,1912,1907,1912,1907,1912,1907,1936
[METADATA]
