1623,1629,1633,1629,1633,1629,1629,1633,1629,1629,1633,1629,1629,1633,1629,1629,1633,1629,1633,1629,1635
1642,1631,1663,1631,1663,1631,1631,1663,1631,1631,1663,1631,1631,1663,1631,1631,1663,1631,1663,1631,1642
1642,1632,1634,1632,1634,1632,1632,1634,1632,1632,1634,1632,1632,1634,1632,1632,1634,1632,1634,1632,1642
1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642
1625,1635,0,0,0,1623,1629,1633,1629,1633,1629,1633,1629,1633,1629,1633,1629,1633,1629,1633,1637
1626,1642,0,0,0,1642,1631,1663,1631,1663,1631,1663,1631,1663,1631,1663,1631,1663,1631,1663,1638
1627,1642,0,0,0,1642,1632,1634,1632,1634,1632,1634,1632,1634,1632,1634,1632,1634,1632,1634,1639
0,1642,0,0,0,1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1625,1633,1629,1633,1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1626,1663,1631,1663,1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[METADATA]
