181,181,181,181,181,181,181,181,181,140,140,140,140,140,140,140,140,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181
181,181,181,181,181,181,181,181,181,140,140,140,140,140,140,140,140,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181
181,181,181,181,181,181,181,181,181,140,140,140,140,140,140,140,140,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181
181,181,181,181,181,181,181,181,181,181,140,140,140,140,140,140,140,140,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181
181,181,181,181,181,181,181,181,181,181,140,140,140,140,140,140,140,140,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181
181,181,181,181,181,181,181,181,181,181,140,140,140,140,140,140,140,140,140,140,140,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181
181,181,181,181,181,181,181,181,181,181,140,140,140,140,140,140,140,140,140,140,140,140,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181
181,181,181,181,181,181,181,181,181,181,140,140,140,140,140,140,140,140,140,140,140,140,140,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181
181,181,181,181,181,181,181,181,181,181,140,140,140,140,140,140,140,140,140,140,140,140,140,140,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181
181,181,181,181,181,181,181,181,181,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182
181,181,181,181,181,181,181,181,181,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
181,181,181,181,181,181,181,181,181,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180
181,181,181,181,181,181,181,181,181,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181
181,181,181,181,181,181,181,181,181,181,140,140,140,140,140,140,140,140,140,140,140,140,140,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181
181,181,181,181,181,181,181,181,181,181,140,140,140,140,140,140,140,140,140,140,140,140,140,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181
181,181,181,181,181,181,181,181,181,181,140,140,140,140,140,140,140,140,140,140,140,140,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181
181,181,181,181,181,181,181,181,181,181,181,140,140,140,140,140,140,140,140,140,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181
