1723,1730,1733,1730,1733,1730,1733,1730,1733,1730,1730,1733,1730,1733,1730,1733,1730,1733,1730,1735
1724,1731,1763,1731,1763,1731,1763,1731,1763,0,0,1763,1731,1763,1731,1763,1731,1763,1731,1742
1724,1732,1765,1732,1765,1732,1765,1732,1765,0,0,1765,1732,1765,1732,1765,1732,1765,1732,1742
1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1742
1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1742
1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1742
1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1742
1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1742
1724,0,0,0,1723,1733,1730,1733,1730,1733,1730,1733,1730,1733,1730,1733,1735,0,0,1742
1724,0,0,0,1724,1734,1732,1734,1732,1734,1732,1734,1732,1734,1732,1734,1724,0,0,1742
1749,1733,1730,1733,1757,0,0,0,0,0,0,0,0,0,0,0,1724,0,0,1742
1724,1734,1732,1734,1759,0,0,0,0,0,0,0,0,0,0,0,1724,0,0,1742
1724,0,0,0,0,0,0,1753,1733,1748,1733,1730,1733,1760,0,0,1724,0,0,1742
1724,0,0,0,0,0,0,1752,1734,1724,1734,1732,1734,1759,0,0,1743,0,0,1742
1724,0,0,0,0,0,0,0,0,1724,0,0,0,0,0,0,1745,0,0,1742
1724,0,0,0,0,0,0,0,0,1724,0,0,0,0,0,0,0,0,0,1742
1749,1733,1730,1733,1735,0,0,1723,1730,1762,1730,1733,1730,1733,1730,1733,1730,1733,1730,1756
1724,1734,1732,1734,1743,0,0,1743,1732,1734,1732,1734,1732,1734,1732,1734,1732,1734,1732,1742
1724,0,0,0,1745,0,0,1745,0,0,0,0,0,0,0,0,0,0,0,1742
1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1742
1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1742
1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1742
1725,1730,1733,1730,1733,1730,1733,1730,1733,1730,1730,1733,1730,1733,1730,1733,1730,1733,1730,1737
1726,1731,1763,1731,1763,1731,1763,1731,1763,1731,1731,1763,1731,1763,1731,1763,1731,1763,1731,1738
1727,1732,1765,1732,1765,1732,1765,1732,1765,1732,1732,1765,1732,1765,1732,1765,1732,1765,1732,1739
[METADATA]
