0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,298,298,298,298,298,298,298,298,298,298,298,298,298,298,299,0,0,0,0,0,0,0,0
298,298,298,298,298,298,298,298,299,0,0,0,0,0,0,293,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,299,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0
298,298,298,298,298,305,0,0,300,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,300,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,300,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,300,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,300,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,300,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,300,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,300,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,300,0,0,0,0,0,0,295,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,301,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,300,0,0,0,0,0,0,0,295,298,298,298,305,0,0,0,0,0,0,307,298,298,298,301,0,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,300,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,300,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,300,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,300,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,306,296,299,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,0,0,306,299,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,0,0,0,306,299,0,0,0,0,0,0,0,294,0,0,0,0,0,0,300,0,0,293,298,298,298,298,298,299,0,0,0
0,0,0,0,0,294,0,0,0,0,0,0,306,299,0,0,0,0,0,0,294,0,0,0,0,0,0,300,0,293,304,0,0,0,0,0,306,299,0,0
0,0,0,0,0,294,0,0,0,0,0,0,0,306,298,298,298,298,298,298,304,0,0,0,0,0,0,306,298,304,0,0,0,0,0,0,0,306,299,0
0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,299
0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300
0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300
0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300
0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300
0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,301
0,0,0,0,0,294,0,0,0,0,0,0,0,307,298,298,298,298,298,298,305,0,0,0,0,0,0,307,298,305,0,0,0,0,0,0,0,307,301,0
0,0,0,0,0,294,0,0,0,0,0,0,307,301,0,0,0,0,0,0,294,0,0,0,0,0,0,300,0,295,305,0,0,0,0,0,307,301,0,0
0,0,0,0,0,294,0,0,0,0,0,307,301,0,0,0,0,0,0,0,294,0,0,0,0,0,0,300,0,0,295,296,296,296,296,298,301,0,0,0
0,0,0,0,0,294,0,0,0,0,307,301,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,307,296,301,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,300,0,0,0,297,0,0,0,297,0,0,0,294,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,306,0,0,297,0,0,0,0,0,297,0,0,304,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,307,0,0,297,0,0,0,0,0,297,0,0,305,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,300,0,0,0,297,0,0,0,297,0,0,0,294,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,300,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,300,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,300,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,294,0,0,300,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0
298,298,298,298,298,304,0,0,306,298,298,298,298,298,298,298,298,298,298,298,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,302,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,307,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,300,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,306,0,0,0,0,0,0
